,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,Constellation,SvName
252,1713027082417,332300412000000,18,0.0,-1396730000005343329,-0.1614055633544922,27.088088245363906,-126.06266723140145,16.203641236922117,6,32,0.0,81935,579100345814652,12,28.8,239.64028930664065,0.9389999508857727,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.99,23.8,-7861.5380859375,6.01542854309082,,,Q,338296117368853,G,G32
269,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,02,0.0,16399,579101340804506,9,45.3,-502.3953247070313,0.048809196799993515,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.2,40.3,0.0,0.0,,,C,338297112830206,G,G02
270,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,03,0.0,16399,579101337099847,10,44.1,-501.1844177246094,0.023899104446172714,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.2,39.1,0.0,0.0,,,C,338297112830206,G,G03
271,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,08,0.0,16399,579101346846023,6,49.4,169.46388244628906,0.037792082875967026,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.2,44.4,0.0,0.0,,,C,338297112830206,G,G08
272,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,10,0.0,16399,579101341322712,24,35.7,358.9184265136719,1.8306463956832886,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.2,30.700000000000003,0.0,0.0,,,C,338297112830206,G,G10
273,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,21,0.0,16399,579101344939375,9,45.8,-345.2157897949219,0.042809195816516876,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.2,40.8,0.0,0.0,,,C,338297112830206,G,G21
274,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,27,0.0,16399,579101343474424,8,46.5,537.2451171875,0.04370025545358658,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.2,41.5,0.0,0.0,,,C,338297112830206,G,G27
275,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,28,0.0,16399,579101337693213,19,37.6,-507.26116943359375,0.0437086746096611,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.2,32.6,0.0,0.0,,,C,338297112830206,G,G28
276,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,32,0.0,16399,579101345805973,8,46.9,240.298583984375,0.04070025682449341,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.2,41.9,0.0,0.0,,,C,338297112830206,G,G32
302,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,03,0.0,81935,579101337107641,6,36.2,-501.1670227050781,0.08258473873138428,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,31.200000000000003,-7861.5380859375,6.015510082244873,,,Q,338297112830206,G,G03
303,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,08,0.0,81935,579101346853863,5,38.6,169.49134826660156,0.05711478739976883,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,33.6,-7861.5380859375,6.015510082244873,,,Q,338297112830206,G,G08
304,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,10,0.0,81935,579101341330536,14,27.6,358.5812683105469,1.0130000114440918,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,22.6,-7861.5380859375,6.015510082244873,,,Q,338297112830206,G,G10
305,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,27,0.0,81935,579101343482278,6,36.3,537.2643432617188,0.06158473715186119,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,31.299999999999997,-7861.5380859375,6.015510082244873,,,Q,338297112830206,G,G27
306,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,28,0.0,81935,579101337700972,18,25.1,-507.7703247070313,1.8970000743865967,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,20.1,-7861.5380859375,6.015510082244873,,,Q,338297112830206,G,G28
307,1713027083417,332301412000000,18,0.0,-1396730000005343459,-0.8147869110107422,25.643446861067787,-128.0940255415525,15.339601067212971,6,32,0.0,81935,579101345813846,11,29.4,240.3651580810547,3.230288028717041,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,24.4,-7861.5380859375,6.015510082244873,,,Q,338297112830206,G,G32
324,1713027084417,332302412000000,18,0.0,-1396730000005343585,-0.1335525512695312,24.16433926555328,-126.45033064251545,13.450796477689403,6,02,0.0,16399,579102340806192,10,44.7,-503.2236633300781,0.049399107694625854,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.35,39.7,0.0,0.0,,,C,338298113515311,G,G02
325,1713027084417,332302412000000,18,0.0,-1396730000005343585,-0.1335525512695312,24.16433926555328,-126.45033064251545,13.450796477689403,6,03,0.0,16399,579102337101530,11,43.8,-501.9509887695313,0.02469833754003048,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.35,38.8,0.0,0.0,,,C,338298113515311,G,G03
326,1713027084417,332302412000000,18,0.0,-1396730000005343585,-0.1335525512695312,24.16433926555328,-126.45033064251545,13.450796477689403,6,08,0.0,16399,579102346845458,6,49.4,168.75726318359375,0.037792082875967026,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.35,44.4,0.0,0.0,,,C,338298113515311,G,G08
327,1713027084417,332302412000000,18,0.0,-1396730000005343585,-0.1335525512695312,24.16433926555328,-126.45033064251545,13.450796477689403,6,21,0.0,16399,579102344940531,9,45.9,-346.0337219238281,0.042809195816516876,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.35,40.9,0.0,0.0,,,C,338298113515311,G,G21
328,1713027084417,332302412000000,18,0.0,-1396730000005343585,-0.1335525512695312,24.16433926555328,-126.45033064251545,13.450796477689403,6,27,0.0,16399,579102343472623,9,45.7,536.4755859375,0.04430919513106346,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.35,40.7,0.0,0.0,,,C,338298113515311,G,G27
329,1713027084417,332302412000000,18,0.0,-1396730000005343585,-0.1335525512695312,24.16433926555328,-126.45033064251545,13.450796477689403,6,28,0.0,16399,579102337694876,19,37.7,-508.0219421386719,0.6145896911621094,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.35,32.7,0.0,0.0,,,C,338298113515311,G,G28
330,1713027084417,332302412000000,18,0.0,-1396730000005343585,-0.1335525512695312,24.16433926555328,-126.45033064251545,13.450796477689403,6,32,0.0,16399,579102345805168,6,48.1,239.5531311035156,0.03980587422847748,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.35,43.1,0.0,0.0,,,C,338298113515311,G,G32
355,1713027084417,332302412000000,18,0.0,-1396730000005343585,-0.1335525512695312,24.16433926555328,-126.45033064251545,13.450796477689403,6,03,0.0,81935,579102337109314,6,35.3,-501.9090576171875,0.0950203537940979,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,30.299999999999997,-7861.5380859375,6.015591621398926,,,Q,338298113515311,G,G03
356,1713027084417,332302412000000,18,0.0,-1396730000005343585,-0.1335525512695312,24.16433926555328,-126.45033064251545,13.450796477689403,6,08,0.0,81935,579102346853297,5,38.9,168.8057861328125,0.05711478739976883,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,33.9,-7861.5380859375,6.015591621398926,,,Q,338298113515311,G,G08
357,1713027084417,332302412000000,18,0.0,-1396730000005343585,-0.1335525512695312,24.16433926555328,-126.45033064251545,13.450796477689403,6,10,0.0,81935,579102341329341,11,29.1,358.08837890625,3.98877215385437,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,24.1,-7861.5380859375,6.015591621398926,,,Q,338298113515311,G,G10
358,1713027084417,332302412000000,18,0.0,-1396730000005343585,-0.1335525512695312,24.16433926555328,-126.45033064251545,13.450796477689403,6,27,0.0,81935,579102343480487,6,35.3,536.5411376953125,0.07402034848928452,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,30.299999999999997,-7861.5380859375,6.015591621398926,,,Q,338298113515311,G,G27
359,1713027084417,332302412000000,18,0.0,-1396730000005343585,-0.1335525512695312,24.16433926555328,-126.45033064251545,13.450796477689403,6,32,0.0,81935,579102345813044,12,28.8,239.4873809814453,0.9389999508857727,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,23.8,-7861.5380859375,6.015591621398926,,,Q,338298113515311,G,G32
376,1713027085417,332303412000000,18,0.0,-1396730000005343714,-0.0285968780517578,25.908440875355154,-129.07237112975974,15.41994649141131,6,02,0.0,16399,579103340807860,10,44.9,-503.2600402832031,0.049399107694625854,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.53,39.9,0.0,0.0,,,C,338299109929216,G,G02
377,1713027085417,332303412000000,18,0.0,-1396730000005343714,-0.0285968780517578,25.908440875355154,-129.07237112975974,15.41994649141131,6,03,0.0,16399,579103337103189,11,43.9,-501.9734191894531,0.02469833754003048,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.53,38.9,0.0,0.0,,,C,338299109929216,G,G03
378,1713027085417,332303412000000,18,0.0,-1396730000005343714,-0.0285968780517578,25.908440875355154,-129.07237112975974,15.41994649141131,6,08,0.0,16399,579103346844901,6,49.2,168.82028198242188,0.037792082875967026,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.53,44.2,0.0,0.0,,,C,338299109929216,G,G08
379,1713027085417,332303412000000,18,0.0,-1396730000005343714,-0.0285968780517578,25.908440875355154,-129.07237112975974,15.41994649141131,6,21,0.0,16399,579103344941692,8,46.0,-346.0481872558594,0.04220025613903999,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.53,41.0,0.0,0.0,,,C,338299109929216,G,G21
380,1713027085417,332303412000000,18,0.0,-1396730000005343714,-0.0285968780517578,25.908440875355154,-129.07237112975974,15.41994649141131,6,27,0.0,16399,579103343470833,9,45.3,536.4764404296875,0.04430919513106346,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.53,40.3,0.0,0.0,,,C,338299109929216,G,G27
381,1713027085417,332303412000000,18,0.0,-1396730000005343714,-0.0285968780517578,25.908440875355154,-129.07237112975974,15.41994649141131,6,28,0.0,16399,579103337696579,19,37.2,-508.06097412109375,0.0437086746096611,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.53,32.2,0.0,0.0,,,C,338299109929216,G,G28
382,1713027085417,332303412000000,18,0.0,-1396730000005343714,-0.0285968780517578,25.908440875355154,-129.07237112975974,15.41994649141131,6,32,0.0,16399,579103345804376,7,47.6,239.5984039306641,0.040205493569374084,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.53,42.6,0.0,0.0,,,C,338299109929216,G,G32
407,1713027085417,332303412000000,18,0.0,-1396730000005343714,-0.0285968780517578,25.908440875355154,-129.07237112975974,15.41994649141131,6,03,0.0,81935,579103337110986,6,36.0,-501.91351318359375,0.08258473873138428,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.22,31.0,-7861.537109375,6.01567268371582,,,Q,338299109929216,G,G03
408,1713027085417,332303412000000,18,0.0,-1396730000005343714,-0.0285968780517578,25.908440875355154,-129.07237112975974,15.41994649141131,6,08,0.0,81935,579103346852735,5,38.9,168.87452697753906,0.05711478739976883,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.22,33.9,-7861.537109375,6.01567268371582,,,Q,338299109929216,G,G08
409,1713027085417,332303412000000,18,0.0,-1396730000005343714,-0.0285968780517578,25.908440875355154,-129.07237112975974,15.41994649141131,6,10,0.0,81935,579103341328149,14,27.7,358.1225891113281,1.0130000114440918,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.22,22.7,-7861.537109375,6.01567268371582,,,Q,338299109929216,G,G10
410,1713027085417,332303412000000,18,0.0,-1396730000005343714,-0.0285968780517578,25.908440875355154,-129.07237112975974,15.41994649141131,6,27,0.0,81935,579103343478693,6,35.6,536.5004272460938,0.07402034848928452,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.22,30.6,-7861.537109375,6.01567268371582,,,Q,338299109929216,G,G27
411,1713027085417,332303412000000,18,0.0,-1396730000005343714,-0.0285968780517578,25.908440875355154,-129.07237112975974,15.41994649141131,6,28,0.0,81935,579103337704372,27,22.9,-508.0761413574219,2.2070000171661377,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.22,17.9,-7861.537109375,6.01567268371582,,,Q,338299109929216,G,G28
412,1713027085417,332303412000000,18,0.0,-1396730000005343714,-0.0285968780517578,25.908440875355154,-129.07237112975974,15.41994649141131,6,32,0.0,81935,579103345812248,11,29.3,239.6734619140625,1.701319694519043,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.22,24.3,-7861.537109375,6.01567268371582,,,Q,338299109929216,G,G32
429,1713027086417,332304412000000,18,0.0,-1396730000005343843,-0.7283039093017578,24.18778240098618,-129.3442928489059,14.377472803809258,6,02,0.0,16399,579104340809532,9,45.9,-503.19036865234375,0.048809196799993515,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.15,40.9,0.0,0.0,,,C,338300113810049,G,G02
430,1713027086417,332304412000000,18,0.0,-1396730000005343843,-0.7283039093017578,24.18778240098618,-129.3442928489059,14.377472803809258,6,03,0.0,16399,579104337104852,10,44.7,-501.9228210449219,0.023899104446172714,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.15,39.7,0.0,0.0,,,C,338300113810049,G,G03
431,1713027086417,332304412000000,18,0.0,-1396730000005343843,-0.7283039093017578,24.18778240098618,-129.3442928489059,14.377472803809258,6,08,0.0,16399,579104346844327,6,49.8,168.9716339111328,0.037792082875967026,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.15,44.8,0.0,0.0,,,C,338300113810049,G,G08
432,1713027086417,332304412000000,18,0.0,-1396730000005343843,-0.7283039093017578,24.18778240098618,-129.3442928489059,14.377472803809258,6,21,0.0,16399,579104344942848,8,46.8,-345.9566650390625,0.04220025613903999,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.15,41.8,0.0,0.0,,,C,338300113810049,G,G21
433,1713027086417,332304412000000,18,0.0,-1396730000005343843,-0.7283039093017578,24.18778240098618,-129.3442928489059,14.377472803809258,6,27,0.0,16399,579104343469056,9,45.9,536.5894775390625,0.04430919513106346,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.15,40.9,0.0,0.0,,,C,338300113810049,G,G27
434,1713027086417,332304412000000,18,0.0,-1396730000005343843,-0.7283039093017578,24.18778240098618,-129.3442928489059,14.377472803809258,6,28,0.0,16399,579104337698260,19,37.7,-507.9851379394531,0.0437086746096611,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.15,32.7,0.0,0.0,,,C,338300113810049,G,G28
435,1713027086417,332304412000000,18,0.0,-1396730000005343843,-0.7283039093017578,24.18778240098618,-129.3442928489059,14.377472803809258,6,32,0.0,16399,579104345803588,7,47.6,239.7445831298828,0.040205493569374084,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.15,42.6,0.0,0.0,,,C,338300113810049,G,G32
461,1713027086417,332304412000000,18,0.0,-1396730000005343843,-0.7283039093017578,24.18778240098618,-129.3442928489059,14.377472803809258,6,03,0.0,81935,579104337112669,6,35.9,-501.9154357910156,0.8595044612884521,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,30.9,-7861.537109375,6.015754699707031,,,Q,338300113810049,G,G03
462,1713027086417,332304412000000,18,0.0,-1396730000005343843,-0.7283039093017578,24.18778240098618,-129.3442928489059,14.377472803809258,6,08,0.0,81935,579104346852172,4,39.0,168.95172119140625,0.054974231868982315,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,34.0,-7861.537109375,6.015754699707031,,,Q,338300113810049,G,G08
463,1713027086417,332304412000000,18,0.0,-1396730000005343843,-0.7283039093017578,24.18778240098618,-129.3442928489059,14.377472803809258,6,10,0.0,81935,579104341326943,11,29.4,358.00543212890625,0.9308356046676636,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,24.4,-7861.537109375,6.015754699707031,,,Q,338300113810049,G,G10
464,1713027086417,332304412000000,18,0.0,-1396730000005343843,-0.7283039093017578,24.18778240098618,-129.3442928489059,14.377472803809258,6,27,0.0,81935,579104343476909,6,35.9,536.5592651367188,0.07402034848928452,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,30.9,-7861.537109375,6.015754699707031,,,Q,338300113810049,G,G27
465,1713027086417,332304412000000,18,0.0,-1396730000005343843,-0.7283039093017578,24.18778240098618,-129.3442928489059,14.377472803809258,6,32,0.0,81935,579104345811449,9,31.0,239.83126831054688,0.06787201762199402,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,26.0,-7861.537109375,6.015754699707031,,,Q,338300113810049,G,G32
482,1713027087417,332305412000000,18,0.0,-1396730000005343972,-0.8021621704101562,18.71904169092886,-129.33250999855824,9.495391594327847,6,02,0.0,16399,579105340811223,9,45.1,-504.54925537109375,0.048809196799993515,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.33,40.1,0.0,0.0,,,C,338301111099840,G,G02
483,1713027087417,332305412000000,18,0.0,-1396730000005343972,-0.8021621704101562,18.71904169092886,-129.33250999855824,9.495391594327847,6,03,0.0,16399,579105337106542,10,44.7,-503.2698059082031,0.023899104446172714,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.33,39.7,0.0,0.0,,,C,338301111099840,G,G03
484,1713027087417,332305412000000,18,0.0,-1396730000005343972,-0.8021621704101562,18.71904169092886,-129.33250999855824,9.495391594327847,6,08,0.0,16399,579105346843767,6,49.7,167.71536254882812,0.037792082875967026,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.33,44.7,0.0,0.0,,,C,338301111099840,G,G08
485,1713027087417,332305412000000,18,0.0,-1396730000005343972,-0.8021621704101562,18.71904169092886,-129.33250999855824,9.495391594327847,6,21,0.0,16399,579105344944006,8,46.4,-347.29083251953125,0.04220025613903999,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.33,41.4,0.0,0.0,,,C,338301111099840,G,G21
486,1713027087417,332305412000000,18,0.0,-1396730000005343972,-0.8021621704101562,18.71904169092886,-129.33250999855824,9.495391594327847,6,27,0.0,16399,579105343467265,9,45.8,535.2749633789062,0.04430919513106346,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.33,40.8,0.0,0.0,,,C,338301111099840,G,G27
487,1713027087417,332305412000000,18,0.0,-1396730000005343972,-0.8021621704101562,18.71904169092886,-129.33250999855824,9.495391594327847,6,28,0.0,16399,579105337699983,19,37.0,-509.3533020019531,1.7563517093658447,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.33,32.0,0.0,0.0,,,C,338301111099840,G,G28
488,1713027087417,332305412000000,18,0.0,-1396730000005343972,-0.8021621704101562,18.71904169092886,-129.33250999855824,9.495391594327847,6,32,0.0,16399,579105345802798,8,46.4,238.47511291503903,0.04070025682449341,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.33,41.4,0.0,0.0,,,C,338301111099840,G,G32
512,1713027087417,332305412000000,18,0.0,-1396730000005343972,-0.8021621704101562,18.71904169092886,-129.33250999855824,9.495391594327847,6,03,0.0,81935,579105337114345,6,35.0,-503.36907958984375,0.0950203537940979,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.48,30.0,-7861.5380859375,6.015835762023926,,,Q,338301111099840,G,G03
513,1713027087417,332305412000000,18,0.0,-1396730000005343972,-0.8021621704101562,18.71904169092886,-129.33250999855824,9.495391594327847,6,08,0.0,81935,579105346851614,5,37.3,167.548583984375,0.060045309364795685,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.48,32.3,-7861.5380859375,6.015835762023926,,,Q,338301111099840,G,G08
514,1713027087417,332305412000000,18,0.0,-1396730000005343972,-0.8021621704101562,18.71904169092886,-129.33250999855824,9.495391594327847,6,10,0.0,81935,579105341325763,14,27.4,356.54266357421875,1.0130000114440918,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.48,22.4,-7861.5380859375,6.015835762023926,,,Q,338301111099840,G,G10
515,1713027087417,332305412000000,18,0.0,-1396730000005343972,-0.8021621704101562,18.71904169092886,-129.33250999855824,9.495391594327847,6,27,0.0,81935,579105343475117,7,34.6,535.0999755859375,0.09450851380825043,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.48,29.6,-7861.5380859375,6.015835762023926,,,Q,338301111099840,G,G27
516,1713027087417,332305412000000,18,0.0,-1396730000005343972,-0.8021621704101562,18.71904169092886,-129.33250999855824,9.495391594327847,6,28,0.0,81935,579105337707784,20,24.7,-509.4649658203125,1.9869999885559082,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.48,19.7,-7861.5380859375,6.015835762023926,,,Q,338301111099840,G,G28
517,1713027087417,332305412000000,18,0.0,-1396730000005343972,-0.8021621704101562,18.71904169092886,-129.33250999855824,9.495391594327847,6,32,0.0,81935,579105345810650,10,30.5,238.1011505126953,3.920668125152588,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.48,25.5,-7861.5380859375,6.015835762023926,,,Q,338301111099840,G,G32
